,error-test,error-train,fold,l2reg,model,n_samples-test,n_samples-train,site_index,std-test,std-train
327,199.29224647,164.601673527,9,0.0,mix,61,552,10,254.655037113,219.27497121
328,298.043439053,242.011610314,9,0.0,hrrr,61,552,10,334.934630256,355.087597018
329,264.58239504,223.778163991,9,0.0,nam,61,552,10,315.729846885,319.826939116
330,216.491501187,197.287523412,0,0.0,mix,65,588,11,230.270187158,214.126343981
331,338.103019441,328.127967491,0,0.0,hrrr,65,588,11,411.413528756,398.49816182
332,331.649132976,305.965201054,0,0.0,nam,65,588,11,394.836812614,378.327489758
333,222.348417374,196.46861729,1,0.0,mix,66,587,11,223.70663908,215.090137919
334,346.43514894,327.131998057,1,0.0,hrrr,66,587,11,418.600724748,397.508461012
335,335.984565345,305.387232123,1,0.0,nam,66,587,11,403.228418875,377.12834934
336,217.173364977,197.205922851,2,0.0,mix,65,588,11,257.850111818,210.167626635
337,357.123541691,325.892886694,2,0.0,hrrr,65,588,11,444.061514672,393.783909724
338,342.031893788,304.699005656,2,0.0,nam,65,588,11,431.611565471,372.75324809
339,172.057964532,202.431260639,3,0.0,mix,65,588,11,189.134392731,215.31822699
340,178.542756679,341.732060524,3,0.0,hrrr,65,588,11,247.138805413,406.329333639
341,161.345359467,320.773855846,3,0.0,nam,65,588,11,234.574662805,386.336011543
342,241.936615048,194.332780925,4,0.0,mix,65,588,11,201.155986687,214.18650994
343,276.086439604,334.482562358,4,0.0,hrrr,65,588,11,374.21792941,401.918509575
344,249.483759846,314.472701859,4,0.0,nam,65,588,11,344.490910657,382.963383015
345,168.828424326,202.645815221,5,0.0,mix,66,587,11,190.348706585,217.792859287
346,331.897678236,328.822298636,5,0.0,hrrr,66,587,11,393.55110327,400.545231355
347,291.01847091,310.534010451,5,0.0,nam,66,587,11,336.443480646,384.183907195
348,175.289505805,201.718440694,6,0.0,mix,65,588,11,199.820934924,217.819671058
349,329.046633245,329.144143702,6,0.0,hrrr,65,588,11,369.000910077,402.858323999
350,302.601996981,309.275411481,6,0.0,nam,65,588,11,344.754427901,383.528681442
351,228.609936804,195.967636623,7,0.0,mix,65,588,11,239.899961643,215.310192182
352,400.502906734,320.270352547,7,0.0,hrrr,65,588,11,435.578566264,393.913073531
353,385.157344868,298.956145864,7,0.0,nam,65,588,11,425.336134032,372.415640072
354,195.839832684,200.089305325,8,0.0,mix,66,587,11,216.392671345,220.417079452
355,413.844782785,318.202720995,8,0.0,hrrr,66,587,11,425.980498477,394.577305906
356,381.522946361,299.311892893,8,0.0,nam,66,587,11,407.576544233,375.212035526
357,175.882393754,201.935341379,9,0.0,mix,65,588,11,186.113656248,215.722322713
358,249.101047109,336.816359962,9,0.0,hrrr,65,588,11,279.856309333,407.03158079
359,230.786503559,316.047050497,9,0.0,nam,65,588,11,264.016262863,387.067983343
360,214.183185154,214.249005908,0,0.0,mix,65,585,12,236.94385098,285.693829
361,241.415062266,256.222677517,0,0.0,hrrr,65,585,12,299.37399507,350.753411079
362,221.599720316,224.179126524,0,0.0,nam,65,585,12,261.533658871,325.908087181
363,182.482362244,217.487201178,1,0.0,mix,65,585,12,195.031085712,286.512923262
364,229.005509194,257.485329316,1,0.0,hrrr,65,585,12,269.560434357,352.433502733
365,191.041401423,227.282532424,1,0.0,nam,65,585,12,228.738921939,327.291750207
366,211.954596775,214.857301662,2,0.0,mix,65,585,12,264.173128422,279.30850619
367,258.396714447,254.375687718,2,0.0,hrrr,65,585,12,331.788202444,348.122911969
368,194.365623487,226.969152914,2,0.0,nam,65,585,12,284.610661576,324.249157457
369,136.412135563,221.315966979,3,0.0,mix,65,585,12,120.841735327,283.734144915
370,156.705364583,263.433568532,3,0.0,hrrr,65,585,12,219.895856382,353.258631839
371,114.756697188,232.914830265,3,0.0,nam,65,585,12,113.49935747,328.285222117
372,276.497554414,206.879115262,4,0.0,mix,65,585,12,357.714899772,275.024012797
373,297.756020255,249.549177731,4,0.0,hrrr,65,585,12,382.089092502,341.47031674
374,286.931554197,215.788797508,4,0.0,nam,65,585,12,383.801924886,310.232734355
375,208.806708793,215.317187825,5,0.0,mix,65,585,12,275.4945513,281.453947533
376,270.403665343,252.985206929,5,0.0,hrrr,65,585,12,421.082229847,334.585908328
377,218.378301354,224.530097083,5,0.0,nam,65,585,12,334.529133196,319.416982414
378,273.691238528,207.240244373,6,0.0,mix,65,585,12,298.401945572,287.62993526
379,292.438458132,250.2468836,6,0.0,hrrr,65,585,12,315.99304747,349.223819315
380,297.76862741,214.151246525,6,0.0,nam,65,585,12,335.261273736,317.912722855
381,208.720451322,214.991374333,7,0.0,mix,65,585,12,243.095939814,283.116015859
382,276.914274333,252.201476167,7,0.0,hrrr,65,585,12,338.76722812,347.328586195
383,208.336628525,225.58782773,7,0.0,nam,65,585,12,270.700125164,325.312289884
384,281.678374954,205.473799079,8,0.0,mix,65,585,12,382.980254241,262.986514378
385,330.09649185,244.987093226,8,0.0,hrrr,65,585,12,425.225943336,332.083104772
386,300.852403912,213.671813257,8,0.0,nam,65,585,12,423.864619847,299.201948571
387,140.565836989,221.177894207,9,0.0,mix,65,585,12,132.004064678,282.221626686
388,118.908943374,265.621376261,9,0.0,hrrr,65,585,12,141.659641714,353.81221815
389,110.730936189,233.131251238,9,0.0,nam,65,585,12,122.551203566,328.179088794
390,110.75634135,167.426245446,0,0.0,mix,65,584,13,145.492242719,231.923520505
391,155.097980771,208.066379509,0,0.0,hrrr,65,584,13,234.041741792,325.24947542
392,168.49246609,234.001226604,0,0.0,nam,65,584,13,213.28185378,337.38297364
393,166.678692188,162.298754417,1,0.0,mix,65,584,13,205.980378113,227.358709432
394,174.595757123,206.339865922,1,0.0,hrrr,65,584,13,280.025258405,322.839542965
395,237.014897004,227.296975791,1,0.0,nam,65,584,13,332.271317168,330.268723954
396,178.859157383,160.814250641,2,0.0,mix,65,584,13,262.6421933,223.136706238
397,219.628945093,201.494876691,2,0.0,hrrr,65,584,13,368.423441998,312.243405838
398,173.466950064,233.596323706,2,0.0,nam,65,584,13,292.37282913,333.586916512
399,134.161171625,165.662561907,3,0.0,mix,65,584,13,161.879622674,228.364109745
400,104.069026179,211.574056263,3,0.0,hrrr,65,584,13,186.453401417,326.126277758
401,170.522772913,233.837475115,3,0.0,nam,65,584,13,287.077535382,333.934508469
402,145.0818446,164.595578417,4,0.0,mix,64,585,13,192.279003023,229.042500707
403,166.00306231,207.064364842,4,0.0,hrrr,64,585,13,252.826663958,324.382032144
404,267.97746975,223.519659416,4,0.0,nam,64,585,13,354.350813157,327.201124796
405,224.733731838,156.464215653,5,0.0,mix,65,584,13,315.295923952,226.703402413
406,303.132630464,189.054490206,5,0.0,hrrr,65,584,13,410.673305819,299.818131077
407,239.847049477,226.966071501,5,0.0,nam,65,584,13,303.460687671,333.086154372
408,219.782580969,155.980661317,6,0.0,mix,65,584,13,284.269594686,221.51757249
409,250.639806546,197.42600787,6,0.0,hrrr,65,584,13,332.575631023,317.355107871
410,361.058292773,208.342979742,6,0.0,nam,65,584,13,436.283599196,303.339806295
411,174.773594901,161.243201097,7,0.0,mix,65,584,13,246.463258386,227.32772237
412,224.164159709,200.93822285,7,0.0,hrrr,65,584,13,334.209311241,317.513160929
413,239.804132937,226.971118753,7,0.0,nam,65,584,13,334.979869139,329.946708069
414,134.952847837,165.434664458,8,0.0,mix,65,584,13,187.540903611,232.350804046
415,185.97895925,205.229881758,8,0.0,hrrr,65,584,13,278.607418581,323.008219512
416,182.829495771,232.800254922,8,0.0,nam,65,584,13,255.266701532,335.968992624
417,159.951676921,163.032751372,9,0.0,mix,65,584,13,213.21945071,226.891809857
418,180.906370403,205.733912418,9,0.0,hrrr,65,584,13,290.258418442,322.092189172
419,164.597774327,234.309546366,9,0.0,nam,65,584,13,259.605005082,335.525089626
